method,attention,type,prompt_index,prompt_text,image_path,clip_new_prompt_sim,clip_old_image_sim,clip_old_image_distance
linear,self,0-animal,6,A photo of a panda riding a bicycle,data/linear/self/0-animal/6.png,0.4326379895210266,0.8907884955406189,0.46735745668411255
linear,self,0-animal,7,A photo of a fox riding a bicycle,data/linear/self/0-animal/7.png,0.41693565249443054,0.8491101264953613,0.5493447780609131
linear,self,0-animal,8,A photo of a wolf riding a bicycle,data/linear/self/0-animal/8.png,0.3466121554374695,0.8542405366897583,0.5399248600006104
linear,self,0-animal,9,A photo of a monkey riding a bicycle,data/linear/self/0-animal/9.png,0.42092663049697876,0.8968696594238281,0.45415961742401123
linear,self,0-animal,10,A photo of an elephant riding a bicycle,data/linear/self/0-animal/10.png,0.41817593574523926,0.8827760219573975,0.48419830203056335
linear,self,1-clothes,1,A portrait of a woman wearing a jacket,data/linear/self/1-clothes/1.png,0.24032799899578094,0.9732370376586914,0.2313569188117981
linear,self,1-clothes,2,A portrait of a woman wearing a sweater,data/linear/self/1-clothes/2.png,0.26993876695632935,0.9393420219421387,0.3483040928840637
linear,self,1-clothes,3,A portrait of a woman wearing a skirt,data/linear/self/1-clothes/3.png,0.2593867778778076,0.9869170188903809,0.1617586314678192
linear,self,1-clothes,4,A portrait of a woman wearing a coat,data/linear/self/1-clothes/4.png,0.24156799912452698,0.9745889902114868,0.2254370003938675
linear,self,1-clothes,5,A portrait of a woman wearing a shirt,data/linear/self/1-clothes/5.png,0.2533807158470154,0.9567176103591919,0.2942189574241638
linear,self,1-clothes,6,A portrait of a woman wearing a scarf,data/linear/self/1-clothes/6.png,0.2691982388496399,0.9829217791557312,0.18481437861919403
linear,self,1-clothes,7,A portrait of a woman wearing a hoodie,data/linear/self/1-clothes/7.png,0.25651049613952637,0.8828874826431274,0.4839680790901184
linear,self,1-clothes,8,A portrait of a woman wearing a blouse,data/linear/self/1-clothes/8.png,0.2711259722709656,0.9823013544082642,0.1881408840417862
linear,self,1-clothes,9,A portrait of a woman wearing a suit,data/linear/self/1-clothes/9.png,0.2557560205459595,0.9688390493392944,0.24964351952075958
linear,self,1-clothes,10,A portrait of a woman wearing a vest,data/linear/self/1-clothes/10.png,0.2756500840187073,0.9685980677604675,0.25060638785362244
linear,self,2-color,1,A bear holding a red balloon.,data/linear/self/2-color/1.png,0.3458438515663147,0.9401817321777344,0.34588494896888733
linear,self,2-color,2,A bear holding a yellow balloon.,data/linear/self/2-color/2.png,0.3202945291996002,0.9211983680725098,0.39699265360832214
linear,self,2-color,3,A bear holding a black balloon.,data/linear/self/2-color/3.png,0.3238840699195862,0.9811909198760986,0.1939539909362793
linear,self,2-color,4,A bear holding a pink balloon.,data/linear/self/2-color/4.png,0.36591771245002747,0.9474149346351624,0.3242991864681244
linear,self,2-color,5,A bear holding a white balloon.,data/linear/self/2-color/5.png,0.35672080516815186,0.9631878137588501,0.2713378965854645
linear,self,2-color,6,A bear holding a green balloon.,data/linear/self/2-color/6.png,0.33986538648605347,0.9788311123847961,0.20576165616512299
linear,self,2-color,7,A bear holding a purple balloon.,data/linear/self/2-color/7.png,0.37111765146255493,0.9721322059631348,0.2360834926366806
linear,self,2-color,8,A bear holding a orange balloon.,data/linear/self/2-color/8.png,0.38068217039108276,0.9379475116729736,0.35228514671325684
linear,self,2-color,9,A bear holding a gray balloon.,data/linear/self/2-color/9.png,0.3297952115535736,0.981414794921875,0.1927967220544815
linear,self,2-color,10,A bear holding a brown balloon.,data/linear/self/2-color/10.png,0.36096346378326416,0.9169199466705322,0.40762725472450256
linear,self,3-decorates,1,A cake decorated with strawberries,data/linear/self/3-decorates/1.png,0.26759105920791626,0.9113084077835083,0.42116880416870117
linear,self,3-decorates,2,A cake decorated with blueberries,data/linear/self/3-decorates/2.png,0.275127112865448,0.936408519744873,0.35662704706192017
linear,self,3-decorates,3,A cake decorated with cream,data/linear/self/3-decorates/3.png,0.2920079231262207,0.8846911191940308,0.4802265167236328
linear,self,3-decorates,4,A cake decorated with sprinkles,data/linear/self/3-decorates/4.png,0.3076241612434387,0.9265382289886475,0.38330572843551636
linear,self,3-decorates,5,A cake decorated with almonds,data/linear/self/3-decorates/5.png,0.2976399064064026,0.9413966536521912,0.34235435724258423
linear,self,3-decorates,6,A cake decorated with cherries,data/linear/self/3-decorates/6.png,0.2760241627693176,0.9377518892288208,0.3528401851654053
linear,self,3-decorates,7,A cake decorated with mints,data/linear/self/3-decorates/7.png,0.28901517391204834,0.9404574036598206,0.3450872600078583
linear,self,3-decorates,8,A cake decorated with macarons,data/linear/self/3-decorates/8.png,0.26563793420791626,0.9534485340118408,0.30512750148773193
linear,self,3-decorates,9,A cake decorated with caramel,data/linear/self/3-decorates/9.png,0.24209779500961304,0.9704269766807556,0.24319924414157867
linear,self,3-decorates,10,A cake decorated with raspberries,data/linear/self/3-decorates/10.png,0.2905741333961487,0.9245272874832153,0.38851675391197205
linear,self,4-food,1,A painting of a girl holding an apple,data/linear/self/4-food/1.png,0.3726494312286377,0.8256216049194336,0.5905565619468689
linear,self,4-food,2,A painting of a girl holding a grape,data/linear/self/4-food/2.png,0.396930992603302,0.7563463449478149,0.6980740427970886
linear,self,4-food,3,A painting of a girl holding a pineapple,data/linear/self/4-food/3.png,0.33699262142181396,0.8114542365074158,0.6140778660774231
linear,self,4-food,4,A painting of a girl holding a watermelon,data/linear/self/4-food/4.png,0.30607709288597107,0.9289194941520691,0.37704238295555115
linear,self,4-food,5,A painting of a girl holding a mango,data/linear/self/4-food/5.png,0.4046311378479004,0.9088962078094482,0.4268577992916107
linear,self,4-food,6,A painting of a girl holding a strawberry,data/linear/self/4-food/6.png,0.31624364852905273,0.8186408877372742,0.6022608876228333
linear,self,4-food,7,A painting of a girl holding a peach,data/linear/self/4-food/7.png,0.36597853899002075,0.8710945844650269,0.5077508091926575
linear,self,4-food,8,A painting of a girl holding a papaya,data/linear/self/4-food/8.png,0.3037729859352112,0.9219468832015991,0.3951028287410736
linear,self,4-food,9,A painting of a girl holding a kiwi,data/linear/self/4-food/9.png,0.32353895902633667,0.9274752736091614,0.3808533549308777
linear,self,4-food,10,A painting of a girl holding an orange,data/linear/self/4-food/10.png,0.337725967168808,0.9503921270370483,0.3149849474430084
linear,self,5-object,1,A photo of a book on the table,data/linear/self/5-object/1.png,0.24934089183807373,0.7732173800468445,0.6734724640846252
linear,self,5-object,2,A photo of a cup on the table,data/linear/self/5-object/2.png,0.23511846363544464,0.9716794490814209,0.2379932850599289
linear,self,5-object,3,A photo of a lamp on the table,data/linear/self/5-object/3.png,0.2782021164894104,0.8707059621810913,0.5085153579711914
linear,self,5-object,4,A photo of a phone on the table,data/linear/self/5-object/4.png,0.2602960467338562,0.7670196294784546,0.6826130151748657
linear,self,5-object,5,A photo of a chair on the table,data/linear/self/5-object/5.png,0.3062126040458679,0.7511820793151855,0.7054328918457031
linear,self,5-object,6,A photo of a table on the table,data/linear/self/5-object/6.png,0.24161742627620697,0.881486177444458,0.486854612827301
linear,self,5-object,7,A photo of a pen on the table,data/linear/self/5-object/7.png,0.22853663563728333,0.9096587896347046,0.42506730556488037
linear,self,5-object,8,A photo of a key on the table,data/linear/self/5-object/8.png,0.223756805062294,0.800995945930481,0.6308786273002625
linear,self,5-object,9,A photo of a bag on the table,data/linear/self/5-object/9.png,0.20830686390399933,0.8834867477416992,0.4827280640602112
linear,self,5-object,10,A photo of a clock on the table,data/linear/self/5-object/10.png,0.20950409770011902,0.9163665771484375,0.4089822471141815
linear,self,6-plants,1,A drawing of a garden filled with roses,data/linear/self/6-plants/1.png,0.3573487401008606,0.9393739700317383,0.3482128977775574
linear,self,6-plants,2,A drawing of a garden filled with tulips,data/linear/self/6-plants/2.png,0.33672958612442017,0.9395906925201416,0.3475900888442993
linear,self,6-plants,3,A drawing of a garden filled with daisies,data/linear/self/6-plants/3.png,0.3644551634788513,0.9273351430892944,0.3812214434146881
linear,self,6-plants,4,A drawing of a garden filled with lavender,data/linear/self/6-plants/4.png,0.29887938499450684,0.8743442296981812,0.5013098120689392
linear,self,6-plants,5,A drawing of a garden filled with lotus,data/linear/self/6-plants/5.png,0.3287562429904938,0.8942621946334839,0.45986494421958923
linear,self,6-plants,6,A drawing of a garden filled with orchids,data/linear/self/6-plants/6.png,0.3277485966682434,0.9203826189041138,0.39904242753982544
linear,self,6-plants,7,A drawing of a garden filled with peonies,data/linear/self/6-plants/7.png,0.3506486117839813,0.952327311038971,0.30878061056137085
linear,self,6-plants,8,A drawing of a garden filled with violets,data/linear/self/6-plants/8.png,0.3201727569103241,0.9122079610824585,0.4190278649330139
linear,self,6-plants,9,A drawing of a garden filled with carnations,data/linear/self/6-plants/9.png,0.32387611269950867,0.934670627117157,0.3614675998687744
linear,self,6-plants,10,A drawing of a garden filled with hydrangeas,data/linear/self/6-plants/10.png,0.3538094162940979,0.9282994270324707,0.37868332862854004
linear,self,7-text,1,A magazine cover with the headline “FASHION”,data/linear/self/7-text/1.png,0.2540633976459503,0.9738115668296814,0.22885988652706146
linear,self,7-text,2,A magazine cover with the headline “DESIGN”,data/linear/self/7-text/2.png,0.2598080337047577,0.9783502817153931,0.20808549225330353
linear,self,7-text,3,A magazine cover with the headline “TRENDS”,data/linear/self/7-text/3.png,0.22824260592460632,0.9921032190322876,0.12567207217216492
linear,self,7-text,4,A magazine cover with the headline “BEAUTY”,data/linear/self/7-text/4.png,0.2539313733577728,0.9506675004959106,0.314109742641449
linear,self,7-text,5,A magazine cover with the headline “LIFESTYLE”,data/linear/self/7-text/5.png,0.21363377571105957,0.9906055927276611,0.13707208633422852
linear,self,7-text,6,A magazine cover with the headline “MODERN”,data/linear/self/7-text/6.png,0.2481975257396698,0.9857200384140015,0.16899742186069489
linear,self,7-text,7,A magazine cover with the headline “ELEGANCE”,data/linear/self/7-text/7.png,0.24320775270462036,0.9668068885803223,0.2576553225517273
linear,self,7-text,8,A magazine cover with the headline “GLAMOUR”,data/linear/self/7-text/8.png,0.21412521600723267,0.9566893577575684,0.2943146526813507
linear,self,7-text,9,A magazine cover with the headline “FEATURES”,data/linear/self/7-text/9.png,0.24832288920879364,0.9898844957351685,0.14223559200763702
linear,self,7-text,10,A magazine cover with the headline “INSPIRE”,data/linear/self/7-text/10.png,0.23420725762844086,0.9879366755485535,0.1553264856338501
linear,self,8-texture,1,A cup with a rough surface,data/linear/self/8-texture/1.png,0.3114381432533264,0.9780580401420593,0.2094850242137909
linear,self,8-texture,2,A cup with a shiny surface,data/linear/self/8-texture/2.png,0.3165985643863678,0.9919520616531372,0.12686999142169952
linear,self,8-texture,3,A cup with a matte surface,data/linear/self/8-texture/3.png,0.3040500581264496,0.9538514018058777,0.3038049042224884
linear,self,8-texture,4,A cup with a soft surface,data/linear/self/8-texture/4.png,0.3259889781475067,0.9887526631355286,0.14998210966587067
linear,self,8-texture,5,A cup with a hard surface,data/linear/self/8-texture/5.png,0.3128749132156372,0.9760020971298218,0.21907910704612732
linear,self,8-texture,6,A cup with a sticky surface,data/linear/self/8-texture/6.png,0.31467926502227783,0.959861159324646,0.2833334803581238
linear,self,8-texture,7,A cup with a wet surface,data/linear/self/8-texture/7.png,0.3207690715789795,0.9893543720245361,0.14591510593891144
linear,self,8-texture,8,A cup with a dry surface,data/linear/self/8-texture/8.png,0.31494027376174927,0.99375981092453,0.11171605437994003
linear,self,8-texture,9,A cup with a grainy surface,data/linear/self/8-texture/9.png,0.336061954498291,0.9561400413513184,0.2961752712726593
linear,self,8-texture,10,A cup with a fuzzy surface,data/linear/self/8-texture/10.png,0.32668036222457886,0.984501302242279,0.17606009542942047
linear,self,9-Transportation,1,A drawing of a boy driving a truck,data/linear/self/9-Transportation/1.png,0.23720543086528778,0.9758676290512085,0.21969234943389893
linear,self,9-Transportation,2,A drawing of a boy driving a motorcycle,data/linear/self/9-Transportation/2.png,0.2191355675458908,0.9246658086776733,0.3881600499153137
linear,self,9-Transportation,3,A drawing of a boy driving a bus,data/linear/self/9-Transportation/3.png,0.24291688203811646,0.9654607176780701,0.26282787322998047
linear,self,9-Transportation,4,A drawing of a boy driving a bicycle,data/linear/self/9-Transportation/4.png,0.30357033014297485,0.8753442764282227,0.49931085109710693
linear,self,9-Transportation,5,A drawing of a boy driving a scooter,data/linear/self/9-Transportation/5.png,0.20997166633605957,0.9769783020019531,0.2145771086215973
linear,self,9-Transportation,6,A drawing of a boy driving a train,data/linear/self/9-Transportation/6.png,0.2386707365512848,0.9575229287147522,0.29146870970726013
linear,self,9-Transportation,7,A drawing of a boy driving a submarine,data/linear/self/9-Transportation/7.png,0.3057282567024231,0.8900250196456909,0.4689880907535553
linear,self,9-Transportation,8,A drawing of a boy driving a helicopter,data/linear/self/9-Transportation/8.png,0.25877079367637634,0.9690885543823242,0.24864202737808228
linear,self,9-Transportation,9,A drawing of a boy driving a jet,data/linear/self/9-Transportation/9.png,0.2661330997943878,0.9774709343910217,0.21226859092712402
linear,self,9-Transportation,10,A drawing of a boy driving a spaceship,data/linear/self/9-Transportation/10.png,0.2315264344215393,0.9777613282203674,0.21089640259742737
linear,cross,0-animal,1,A photo of a cat riding a bicycle,data/linear/cross/0-animal/1.png,0.4140075743198395,0.8579381704330444,0.5330325365066528
linear,cross,0-animal,2,A photo of a dog riding a bicycle,data/linear/cross/0-animal/2.png,0.38422781229019165,0.8515844345092773,0.5448220372200012
linear,cross,0-animal,3,A photo of a lion riding a bicycle,data/linear/cross/0-animal/3.png,0.37718868255615234,0.8761327862739563,0.49772909283638
linear,cross,0-animal,4,A photo of a tiger riding a bicycle,data/linear/cross/0-animal/4.png,0.43337029218673706,0.8080126047134399,0.6196569204330444
linear,cross,0-animal,5,A photo of a rabbit riding a bicycle,data/linear/cross/0-animal/5.png,0.4434785544872284,0.8639708757400513,0.5215921401977539
linear,cross,0-animal,6,A photo of a panda riding a bicycle,data/linear/cross/0-animal/6.png,0.45455801486968994,0.7929252982139587,0.6435444355010986
linear,cross,0-animal,7,A photo of a fox riding a bicycle,data/linear/cross/0-animal/7.png,0.41144537925720215,0.8913592100143433,0.466134637594223
linear,cross,0-animal,8,A photo of a wolf riding a bicycle,data/linear/cross/0-animal/8.png,0.38046014308929443,0.9147056341171265,0.4130239486694336
linear,cross,0-animal,9,A photo of a monkey riding a bicycle,data/linear/cross/0-animal/9.png,0.40738895535469055,0.858751654624939,0.531504213809967
linear,cross,0-animal,10,A photo of an elephant riding a bicycle,data/linear/cross/0-animal/10.png,0.4142608642578125,0.8525083065032959,0.543123722076416
linear,cross,1-clothes,1,A portrait of a woman wearing a jacket,data/linear/cross/1-clothes/1.png,0.2592613101005554,0.7375638484954834,0.7244806289672852
linear,cross,1-clothes,2,A portrait of a woman wearing a sweater,data/linear/cross/1-clothes/2.png,0.308901309967041,0.7853451371192932,0.6552172899246216
linear,cross,1-clothes,3,A portrait of a woman wearing a skirt,data/linear/cross/1-clothes/3.png,0.24338199198246002,0.8334169387817383,0.5772054195404053
linear,cross,1-clothes,4,A portrait of a woman wearing a coat,data/linear/cross/1-clothes/4.png,0.22715851664543152,0.6174410581588745,0.8747100830078125
linear,cross,1-clothes,5,A portrait of a woman wearing a shirt,data/linear/cross/1-clothes/5.png,0.2799602150917053,0.7762972116470337,0.668883740901947
linear,cross,1-clothes,6,A portrait of a woman wearing a scarf,data/linear/cross/1-clothes/6.png,0.30864953994750977,0.9089125394821167,0.42681950330734253
linear,cross,1-clothes,7,A portrait of a woman wearing a hoodie,data/linear/cross/1-clothes/7.png,0.2847859859466553,0.6786787509918213,0.8016497492790222
linear,cross,1-clothes,8,A portrait of a woman wearing a blouse,data/linear/cross/1-clothes/8.png,0.26856350898742676,0.936211109161377,0.3571802079677582
linear,cross,1-clothes,9,A portrait of a woman wearing a suit,data/linear/cross/1-clothes/9.png,0.28351107239723206,0.7335489392280579,0.7300013899803162
linear,cross,1-clothes,10,A portrait of a woman wearing a vest,data/linear/cross/1-clothes/10.png,0.27316558361053467,0.7648066282272339,0.6858475208282471
linear,cross,2-color,1,A bear holding a red balloon.,data/linear/cross/2-color/1.png,0.3498314619064331,0.9167866706848145,0.40795400738716125
linear,cross,2-color,2,A bear holding a yellow balloon.,data/linear/cross/2-color/2.png,0.32808586955070496,0.8276644945144653,0.5870868563652039
linear,cross,2-color,3,A bear holding a black balloon.,data/linear/cross/2-color/3.png,0.3260272741317749,0.9557532668113708,0.29747864603996277
linear,cross,2-color,4,A bear holding a pink balloon.,data/linear/cross/2-color/4.png,0.37249380350112915,0.9331781268119812,0.3655732572078705
linear,cross,2-color,5,A bear holding a white balloon.,data/linear/cross/2-color/5.png,0.38447511196136475,0.8246276378631592,0.5922368764877319
linear,cross,2-color,6,A bear holding a green balloon.,data/linear/cross/2-color/6.png,0.35450035333633423,0.9540895223617554,0.30301976203918457
linear,cross,2-color,7,A bear holding a purple balloon.,data/linear/cross/2-color/7.png,0.3773893117904663,0.9548259973526001,0.300579696893692
linear,cross,2-color,8,A bear holding a orange balloon.,data/linear/cross/2-color/8.png,0.36949652433395386,0.9197665452957153,0.4005831480026245
linear,cross,2-color,9,A bear holding a gray balloon.,data/linear/cross/2-color/9.png,0.3364010453224182,0.9511640071868896,0.31252551078796387
linear,cross,2-color,10,A bear holding a brown balloon.,data/linear/cross/2-color/10.png,0.3746352791786194,0.7816860675811768,0.6607781052589417
linear,cross,3-decorates,1,A cake decorated with strawberries,data/linear/cross/3-decorates/1.png,0.31866195797920227,0.7962732315063477,0.6383207440376282
linear,cross,3-decorates,2,A cake decorated with blueberries,data/linear/cross/3-decorates/2.png,0.30218225717544556,0.815507709980011,0.6074408888816833
linear,cross,3-decorates,3,A cake decorated with cream,data/linear/cross/3-decorates/3.png,0.2972947955131531,0.7439961433410645,0.7155469655990601
linear,cross,3-decorates,4,A cake decorated with sprinkles,data/linear/cross/3-decorates/4.png,0.3460933268070221,0.8054805994033813,0.6237294673919678
linear,cross,3-decorates,5,A cake decorated with almonds,data/linear/cross/3-decorates/5.png,0.2968592047691345,0.8725321292877197,0.5049114227294922
linear,cross,3-decorates,6,A cake decorated with cherries,data/linear/cross/3-decorates/6.png,0.3164921998977661,0.8170065879821777,0.6049683094024658
linear,cross,3-decorates,7,A cake decorated with mints,data/linear/cross/3-decorates/7.png,0.32456332445144653,0.7647230625152588,0.6859692335128784
linear,cross,3-decorates,8,A cake decorated with macarons,data/linear/cross/3-decorates/8.png,0.28997141122817993,0.8673348426818848,0.5151021480560303
linear,cross,3-decorates,9,A cake decorated with caramel,data/linear/cross/3-decorates/9.png,0.251258909702301,0.8494946360588074,0.5486443638801575
linear,cross,3-decorates,10,A cake decorated with raspberries,data/linear/cross/3-decorates/10.png,0.3391555845737457,0.8447374105453491,0.5572477579116821
linear,cross,4-food,1,A painting of a girl holding an apple,data/linear/cross/4-food/1.png,0.38904768228530884,0.7282818555831909,0.7371811270713806
linear,cross,4-food,2,A painting of a girl holding a grape,data/linear/cross/4-food/2.png,0.39928704500198364,0.697848379611969,0.7773693799972534
linear,cross,4-food,3,A painting of a girl holding a pineapple,data/linear/cross/4-food/3.png,0.3884550929069519,0.7493795156478882,0.707983672618866
linear,cross,4-food,4,A painting of a girl holding a watermelon,data/linear/cross/4-food/4.png,0.401375412940979,0.788131058216095,0.6509515643119812
linear,cross,4-food,5,A painting of a girl holding a mango,data/linear/cross/4-food/5.png,0.38991034030914307,0.7722560167312622,0.6748985052108765
linear,cross,4-food,6,A painting of a girl holding a strawberry,data/linear/cross/4-food/6.png,0.40534424781799316,0.7041149139404297,0.76926589012146
linear,cross,4-food,7,A painting of a girl holding a peach,data/linear/cross/4-food/7.png,0.3736773431301117,0.7632976770401001,0.6880441904067993
linear,cross,4-food,8,A painting of a girl holding a papaya,data/linear/cross/4-food/8.png,0.3707522749900818,0.7516270875930786,0.7048020958900452
linear,cross,4-food,9,A painting of a girl holding a kiwi,data/linear/cross/4-food/9.png,0.41535550355911255,0.7488495111465454,0.708732008934021
linear,cross,4-food,10,A painting of a girl holding an orange,data/linear/cross/4-food/10.png,0.4096791744232178,0.7651416659355164,0.6853587031364441
linear,cross,5-object,1,A photo of a book on the table,data/linear/cross/5-object/1.png,0.3186548352241516,0.7053844928741455,0.7676138281822205
linear,cross,5-object,2,A photo of a cup on the table,data/linear/cross/5-object/2.png,0.3317701816558838,0.7712147235870361,0.6764395236968994
linear,cross,5-object,3,A photo of a lamp on the table,data/linear/cross/5-object/3.png,0.326768696308136,0.6865135431289673,0.7918161153793335
linear,cross,5-object,4,A photo of a phone on the table,data/linear/cross/5-object/4.png,0.28491657972335815,0.6723634004592896,0.8094893097877502
linear,cross,5-object,5,A photo of a chair on the table,data/linear/cross/5-object/5.png,0.2918553948402405,0.6889243125915527,0.7887654900550842
linear,cross,5-object,6,A photo of a table on the table,data/linear/cross/5-object/6.png,0.2773232161998749,0.73863685131073,0.7229980230331421
linear,cross,5-object,7,A photo of a pen on the table,data/linear/cross/5-object/7.png,0.3182256519794464,0.7133337259292603,0.7571871280670166
linear,cross,5-object,8,A photo of a key on the table,data/linear/cross/5-object/8.png,0.20561516284942627,0.6078636646270752,0.8855916857719421
linear,cross,5-object,9,A photo of a bag on the table,data/linear/cross/5-object/9.png,0.33291536569595337,0.7429753541946411,0.7169721126556396
linear,cross,5-object,10,A photo of a clock on the table,data/linear/cross/5-object/10.png,0.34949174523353577,0.6665402054786682,0.8166512846946716
linear,cross,6-plants,1,A drawing of a garden filled with roses,data/linear/cross/6-plants/1.png,0.3523610234260559,0.8965939879417419,0.454765647649765
linear,cross,6-plants,2,A drawing of a garden filled with tulips,data/linear/cross/6-plants/2.png,0.29938608407974243,0.8654131889343262,0.5188193917274475
linear,cross,6-plants,3,A drawing of a garden filled with daisies,data/linear/cross/6-plants/3.png,0.3688370883464813,0.9294028878211975,0.37575846910476685
linear,cross,6-plants,4,A drawing of a garden filled with lavender,data/linear/cross/6-plants/4.png,0.3943992257118225,0.7038499116897583,0.7696104049682617
linear,cross,6-plants,5,A drawing of a garden filled with lotus,data/linear/cross/6-plants/5.png,0.37042325735092163,0.8332784175872803,0.577445387840271
linear,cross,6-plants,6,A drawing of a garden filled with orchids,data/linear/cross/6-plants/6.png,0.3422009348869324,0.8810555934906006,0.48773863911628723
linear,cross,6-plants,7,A drawing of a garden filled with peonies,data/linear/cross/6-plants/7.png,0.3379976153373718,0.8576501607894897,0.5335726141929626
linear,cross,6-plants,8,A drawing of a garden filled with violets,data/linear/cross/6-plants/8.png,0.31382882595062256,0.8936411142349243,0.4612133800983429
linear,cross,6-plants,9,A drawing of a garden filled with carnations,data/linear/cross/6-plants/9.png,0.3131561577320099,0.9136487245559692,0.4155746400356293
linear,cross,6-plants,10,A drawing of a garden filled with hydrangeas,data/linear/cross/6-plants/10.png,0.35378485918045044,0.8878997564315796,0.47349813580513
linear,cross,7-text,1,A magazine cover with the headline “FASHION”,data/linear/cross/7-text/1.png,0.2568802237510681,0.8778682947158813,0.49423009157180786
linear,cross,7-text,2,A magazine cover with the headline “DESIGN”,data/linear/cross/7-text/2.png,0.2450096160173416,0.80654376745224,0.6220226883888245
linear,cross,7-text,3,A magazine cover with the headline “TRENDS”,data/linear/cross/7-text/3.png,0.1939074844121933,0.8029372692108154,0.6277940273284912
linear,cross,7-text,4,A magazine cover with the headline “BEAUTY”,data/linear/cross/7-text/4.png,0.2577265501022339,0.7510164976119995,0.7056677341461182
linear,cross,7-text,5,A magazine cover with the headline “LIFESTYLE”,data/linear/cross/7-text/5.png,0.2114267796278,0.9711557030677795,0.24018457531929016
linear,cross,7-text,6,A magazine cover with the headline “MODERN”,data/linear/cross/7-text/6.png,0.22886058688163757,0.8478272557258606,0.5516752600669861
linear,cross,7-text,7,A magazine cover with the headline “ELEGANCE”,data/linear/cross/7-text/7.png,0.21945594251155853,0.755508542060852,0.6992730498313904
linear,cross,7-text,8,A magazine cover with the headline “GLAMOUR”,data/linear/cross/7-text/8.png,0.2058521807193756,0.761398196220398,0.690799355506897
linear,cross,7-text,9,A magazine cover with the headline “FEATURES”,data/linear/cross/7-text/9.png,0.22752654552459717,0.940593957901001,0.3446911573410034
linear,cross,7-text,10,A magazine cover with the headline “INSPIRE”,data/linear/cross/7-text/10.png,0.20950788259506226,0.8040847182273865,0.6259638071060181
linear,cross,8-texture,1,A cup with a rough surface,data/linear/cross/8-texture/1.png,0.3210396468639374,0.9458615183830261,0.3290543556213379
linear,cross,8-texture,2,A cup with a shiny surface,data/linear/cross/8-texture/2.png,0.3174830675125122,0.9790924787521362,0.20448698103427887
linear,cross,8-texture,3,A cup with a matte surface,data/linear/cross/8-texture/3.png,0.3129863739013672,0.9166171550750732,0.40836960077285767
linear,cross,8-texture,4,A cup with a soft surface,data/linear/cross/8-texture/4.png,0.32815492153167725,0.9731253385543823,0.23183907568454742
linear,cross,8-texture,5,A cup with a hard surface,data/linear/cross/8-texture/5.png,0.3041151762008667,0.9627693891525269,0.2728758752346039
linear,cross,8-texture,6,A cup with a sticky surface,data/linear/cross/8-texture/6.png,0.3165155053138733,0.9359052181243896,0.3580356240272522
linear,cross,8-texture,7,A cup with a wet surface,data/linear/cross/8-texture/7.png,0.33526355028152466,0.8390220403671265,0.5674114227294922
linear,cross,8-texture,8,A cup with a dry surface,data/linear/cross/8-texture/8.png,0.3244786858558655,0.9223767518997192,0.3940134644508362
linear,cross,8-texture,9,A cup with a grainy surface,data/linear/cross/8-texture/9.png,0.3515565097332001,0.9377169609069824,0.3529394268989563
linear,cross,8-texture,10,A cup with a fuzzy surface,data/linear/cross/8-texture/10.png,0.33363646268844604,0.9528034925460815,0.30723437666893005
linear,cross,9-Transportation,1,A drawing of a boy driving a truck,data/linear/cross/9-Transportation/1.png,0.2411414384841919,0.9440224170684814,0.3345969617366791
linear,cross,9-Transportation,2,A drawing of a boy driving a motorcycle,data/linear/cross/9-Transportation/2.png,0.3865826725959778,0.5219240188598633,0.977830171585083
linear,cross,9-Transportation,3,A drawing of a boy driving a bus,data/linear/cross/9-Transportation/3.png,0.2805730700492859,0.7549164891242981,0.7001190781593323
linear,cross,9-Transportation,4,A drawing of a boy driving a bicycle,data/linear/cross/9-Transportation/4.png,0.3803297281265259,0.5566033124923706,0.9416968822479248
linear,cross,9-Transportation,5,A drawing of a boy driving a scooter,data/linear/cross/9-Transportation/5.png,0.32869642972946167,0.7858070135116577,0.6545119881629944
linear,cross,9-Transportation,6,A drawing of a boy driving a train,data/linear/cross/9-Transportation/6.png,0.3441440463066101,0.669063925743103,0.8135552406311035
linear,cross,9-Transportation,7,A drawing of a boy driving a submarine,data/linear/cross/9-Transportation/7.png,0.3679656386375427,0.6981920003890991,0.77692711353302
linear,cross,9-Transportation,8,A drawing of a boy driving a helicopter,data/linear/cross/9-Transportation/8.png,0.29472869634628296,0.8232182860374451,0.5946118235588074
linear,cross,9-Transportation,9,A drawing of a boy driving a jet,data/linear/cross/9-Transportation/9.png,0.2930460274219513,0.9029752016067505,0.4405105710029602
linear,cross,9-Transportation,10,A drawing of a boy driving a spaceship,data/linear/cross/9-Transportation/10.png,0.29910874366760254,0.8379045128822327,0.569377601146698
sigmoid,self,0-animal,1,A photo of a cat riding a bicycle,data/sigmoid/self/0-animal/1.png,0.4126312732696533,0.8335095643997192,0.5770450234413147
sigmoid,self,0-animal,2,A photo of a dog riding a bicycle,data/sigmoid/self/0-animal/2.png,0.37468260526657104,0.8931981921195984,0.4621727764606476
sigmoid,self,0-animal,3,A photo of a lion riding a bicycle,data/sigmoid/self/0-animal/3.png,0.4140774607658386,0.833349347114563,0.5773226618766785
sigmoid,self,0-animal,4,A photo of a tiger riding a bicycle,data/sigmoid/self/0-animal/4.png,0.42451995611190796,0.8239585161209106,0.5933659672737122
