method,attention,type,prompt_index,prompt_text,image_path,clip_new_prompt_sim,clip_old_image_sim,dino_struct_dist
replace,self,9-Transportation,10,A drawing of a boy driving a spaceship,data_new/replace/9-Transportation/10.png,0.29363855719566345,0.918189525604248,0.02946844883263111
linear,self,0-animal,1,A photo of a cat riding a bicycle,data_new/linear/self/0-animal/1.png,0.33488816022872925,0.9135484099388123,0.026923293247818947
linear,self,0-animal,2,A photo of a dog riding a bicycle,data_new/linear/self/0-animal/2.png,0.34179091453552246,0.9273151159286499,0.013079986907541752
linear,self,0-animal,3,A photo of a lion riding a bicycle,data_new/linear/self/0-animal/3.png,0.34072309732437134,0.9037184715270996,0.006783465854823589
linear,self,0-animal,4,A photo of a tiger riding a bicycle,data_new/linear/self/0-animal/4.png,0.37196946144104004,0.8924648761749268,0.01361871138215065
linear,self,0-animal,5,A photo of a rabbit riding a bicycle,data_new/linear/self/0-animal/5.png,0.3481920659542084,0.9017347097396851,0.02768436074256897
linear,self,0-animal,6,A photo of a panda riding a bicycle,data_new/linear/self/0-animal/6.png,0.40559738874435425,0.9270972609519958,0.0076787518337368965
linear,self,0-animal,7,A photo of a fox riding a bicycle,data_new/linear/self/0-animal/7.png,0.3960466980934143,0.9188721776008606,0.012456132099032402
linear,self,0-animal,8,A photo of a wolf riding a bicycle,data_new/linear/self/0-animal/8.png,0.32503020763397217,0.9032849073410034,0.01703415811061859
linear,self,0-animal,9,A photo of a monkey riding a bicycle,data_new/linear/self/0-animal/9.png,0.36630716919898987,0.9057701230049133,0.00863911584019661
linear,self,0-animal,10,A photo of an elephant riding a bicycle,data_new/linear/self/0-animal/10.png,0.354030966758728,0.8769558072090149,0.012270694598555565
linear,self,1-clothes,1,A portrait of a woman wearing a jacket,data_new/linear/self/1-clothes/1.png,0.2971138656139374,0.9545866250991821,0.007230107672512531
linear,self,1-clothes,2,A portrait of a woman wearing a sweater,data_new/linear/self/1-clothes/2.png,0.2802259027957916,0.9107389450073242,0.014342011883854866
linear,self,1-clothes,3,A portrait of a woman wearing a skirt,data_new/linear/self/1-clothes/3.png,0.2831789255142212,0.9632775783538818,0.0031261693220585585
linear,self,1-clothes,4,A portrait of a woman wearing a coat,data_new/linear/self/1-clothes/4.png,0.30310600996017456,0.9578217267990112,0.009325268678367138
linear,self,1-clothes,5,A portrait of a woman wearing a shirt,data_new/linear/self/1-clothes/5.png,0.26203304529190063,0.9428826570510864,0.009656280279159546
linear,self,1-clothes,6,A portrait of a woman wearing a scarf,data_new/linear/self/1-clothes/6.png,0.32714933156967163,0.9469754099845886,0.013843294233083725
linear,self,1-clothes,7,A portrait of a woman wearing a hoodie,data_new/linear/self/1-clothes/7.png,0.2633630037307739,0.9329373836517334,0.012238182127475739
linear,self,1-clothes,8,A portrait of a woman wearing a blouse,data_new/linear/self/1-clothes/8.png,0.304689884185791,0.9845656156539917,0.0034703616984188557
linear,self,1-clothes,9,A portrait of a woman wearing a suit,data_new/linear/self/1-clothes/9.png,0.26464521884918213,0.9501484632492065,0.008562644943594933
linear,self,1-clothes,10,A portrait of a woman wearing a vest,data_new/linear/self/1-clothes/10.png,0.3278741240501404,0.9588761329650879,0.007513792719691992
linear,self,2-color,1,A bear holding a red balloon.,data_new/linear/self/2-color/1.png,0.3309016525745392,0.9429491758346558,0.010334271006286144
linear,self,2-color,2,A bear holding a yellow balloon.,data_new/linear/self/2-color/2.png,0.3263271450996399,0.9531221985816956,0.010844198055565357
linear,self,2-color,3,A bear holding a black balloon.,data_new/linear/self/2-color/3.png,0.3214963376522064,0.9903610944747925,0.001729310373775661
linear,self,2-color,4,A bear holding a pink balloon.,data_new/linear/self/2-color/4.png,0.35241463780403137,0.9406729936599731,0.011044186539947987
linear,self,2-color,5,A bear holding a white balloon.,data_new/linear/self/2-color/5.png,0.3317982256412506,0.9663417339324951,0.0041922302916646
linear,self,2-color,6,A bear holding a green balloon.,data_new/linear/self/2-color/6.png,0.3217673897743225,0.9727545976638794,0.004583274479955435
linear,self,2-color,7,A bear holding a purple balloon.,data_new/linear/self/2-color/7.png,0.3580201268196106,0.9766415357589722,0.005267086438834667
linear,self,2-color,8,A bear holding a orange balloon.,data_new/linear/self/2-color/8.png,0.34329503774642944,0.9576785564422607,0.005803939886391163
linear,self,2-color,9,A bear holding a gray balloon.,data_new/linear/self/2-color/9.png,0.3287286162376404,0.9877387285232544,0.001947615179233253
linear,self,2-color,10,A bear holding a brown balloon.,data_new/linear/self/2-color/10.png,0.3180326521396637,0.9442442655563354,0.014226897619664669
linear,self,3-decorates,1,A cake decorated with strawberries,data_new/linear/self/3-decorates/1.png,0.30988311767578125,0.898440957069397,0.013453361578285694
linear,self,3-decorates,2,A cake decorated with blueberries,data_new/linear/self/3-decorates/2.png,0.3018067181110382,0.9309881925582886,0.010697697289288044
linear,self,3-decorates,3,A cake decorated with cream,data_new/linear/self/3-decorates/3.png,0.29223936796188354,0.9450617432594299,0.013394245877861977
linear,self,3-decorates,4,A cake decorated with sprinkles,data_new/linear/self/3-decorates/4.png,0.3059278726577759,0.9479782581329346,0.008012128993868828
linear,self,3-decorates,5,A cake decorated with almonds,data_new/linear/self/3-decorates/5.png,0.29703888297080994,0.9661067724227905,0.008410024456679821
linear,self,3-decorates,6,A cake decorated with cherries,data_new/linear/self/3-decorates/6.png,0.30474454164505005,0.9055001735687256,0.010337569750845432
linear,self,3-decorates,7,A cake decorated with mints,data_new/linear/self/3-decorates/7.png,0.2932593822479248,0.9587392807006836,0.012236189097166061
linear,self,3-decorates,8,A cake decorated with macarons,data_new/linear/self/3-decorates/8.png,0.29565906524658203,0.9579000473022461,0.010188804939389229
linear,self,3-decorates,9,A cake decorated with caramel,data_new/linear/self/3-decorates/9.png,0.2900887727737427,0.965617835521698,0.006092981435358524
linear,self,3-decorates,10,A cake decorated with raspberries,data_new/linear/self/3-decorates/10.png,0.3122389614582062,0.9286691546440125,0.011575451120734215
linear,self,4-food,1,A painting of a girl holding an apple,data_new/linear/self/4-food/1.png,0.3769049346446991,0.8515205383300781,0.01876380667090416
linear,self,4-food,2,A painting of a girl holding a grape,data_new/linear/self/4-food/2.png,0.34635135531425476,0.8208379149436951,0.019798344001173973
linear,self,4-food,3,A painting of a girl holding a pineapple,data_new/linear/self/4-food/3.png,0.39974445104599,0.851593017578125,0.01790778338909149
linear,self,4-food,4,A painting of a girl holding a watermelon,data_new/linear/self/4-food/4.png,0.3633531630039215,0.8874846696853638,0.011110922321677208
linear,self,4-food,5,A painting of a girl holding a mango,data_new/linear/self/4-food/5.png,0.3437088131904602,0.8271027207374573,0.011030454188585281
linear,self,4-food,6,A painting of a girl holding a strawberry,data_new/linear/self/4-food/6.png,0.3694607615470886,0.8301593065261841,0.01764122024178505
linear,self,4-food,7,A painting of a girl holding a peach,data_new/linear/self/4-food/7.png,0.3713762164115906,0.8384250402450562,0.018406325951218605
linear,self,4-food,8,A painting of a girl holding a papaya,data_new/linear/self/4-food/8.png,0.3247595429420471,0.8418136835098267,0.008087453432381153
linear,self,4-food,9,A painting of a girl holding a kiwi,data_new/linear/self/4-food/9.png,0.3265862464904785,0.8612743616104126,0.0070283496752381325
linear,self,4-food,10,A painting of a girl holding an orange,data_new/linear/self/4-food/10.png,0.35308918356895447,0.850157618522644,0.009992842562496662
linear,self,5-object,1,A photo of a book on the table,data_new/linear/self/5-object/1.png,0.25447824597358704,0.8900189399719238,0.03236640617251396
linear,self,5-object,2,A photo of a cup on the table,data_new/linear/self/5-object/2.png,0.2732236981391907,0.9195103049278259,0.016484413295984268
linear,self,5-object,3,A photo of a lamp on the table,data_new/linear/self/5-object/3.png,0.29021328687667847,0.9226799011230469,0.008315150626003742
linear,self,5-object,4,A photo of a phone on the table,data_new/linear/self/5-object/4.png,0.2681526839733124,0.8643632531166077,0.025028811767697334
linear,self,5-object,5,A photo of a chair on the table,data_new/linear/self/5-object/5.png,0.28870832920074463,0.8968075513839722,0.028624700382351875
linear,self,5-object,6,A photo of a table on the table,data_new/linear/self/5-object/6.png,0.2612387239933014,0.9718348979949951,0.010274719446897507
linear,self,5-object,7,A photo of a pen on the table,data_new/linear/self/5-object/7.png,0.2778395414352417,0.9485924243927002,0.016143597662448883
linear,self,5-object,8,A photo of a key on the table,data_new/linear/self/5-object/8.png,0.2701846957206726,0.8713533878326416,0.02492697536945343
linear,self,5-object,9,A photo of a bag on the table,data_new/linear/self/5-object/9.png,0.2927531898021698,0.8640923500061035,0.027132898569107056
linear,self,5-object,10,A photo of a clock on the table,data_new/linear/self/5-object/10.png,0.2593653202056885,0.9304518103599548,0.017421985045075417
linear,self,6-plants,1,A drawing of a garden filled with roses,data_new/linear/self/6-plants/1.png,0.31801533699035645,0.9689974188804626,0.014086567796766758
linear,self,6-plants,2,A drawing of a garden filled with tulips,data_new/linear/self/6-plants/2.png,0.3007192015647888,0.9151843786239624,0.02264653518795967
linear,self,6-plants,3,A drawing of a garden filled with daisies,data_new/linear/self/6-plants/3.png,0.30590856075286865,0.9626485109329224,0.014043438248336315
linear,self,6-plants,4,A drawing of a garden filled with lavender,data_new/linear/self/6-plants/4.png,0.31602907180786133,0.829424262046814,0.05033491924405098
linear,self,6-plants,5,A drawing of a garden filled with lotus,data_new/linear/self/6-plants/5.png,0.29994046688079834,0.8961173892021179,0.021357037127017975
linear,self,6-plants,6,A drawing of a garden filled with orchids,data_new/linear/self/6-plants/6.png,0.30562645196914673,0.9554625749588013,0.01995723322033882
linear,self,6-plants,7,A drawing of a garden filled with peonies,data_new/linear/self/6-plants/7.png,0.3317354917526245,0.9572325348854065,0.016239358112215996
linear,self,6-plants,8,A drawing of a garden filled with violets,data_new/linear/self/6-plants/8.png,0.30760273337364197,0.9417424201965332,0.017802268266677856
linear,self,6-plants,9,A drawing of a garden filled with carnations,data_new/linear/self/6-plants/9.png,0.3106211721897125,0.9608184099197388,0.01184913795441389
linear,self,6-plants,10,A drawing of a garden filled with hydrangeas,data_new/linear/self/6-plants/10.png,0.34486323595046997,0.939557671546936,0.019531354308128357
linear,self,7-text,1,A magazine cover with the headline “FASHION”,data_new/linear/self/7-text/1.png,0.25305411219596863,0.9540179967880249,0.001168003655038774
linear,self,7-text,2,A magazine cover with the headline “DESIGN”,data_new/linear/self/7-text/2.png,0.2505120038986206,0.9659241437911987,0.0034007884096354246
linear,self,7-text,3,A magazine cover with the headline “TRENDS”,data_new/linear/self/7-text/3.png,0.24956166744232178,0.9866479635238647,0.0011703590862452984
linear,self,7-text,4,A magazine cover with the headline “BEAUTY”,data_new/linear/self/7-text/4.png,0.26652318239212036,0.835715115070343,0.008946242742240429
linear,self,7-text,5,A magazine cover with the headline “LIFESTYLE”,data_new/linear/self/7-text/5.png,0.23940393328666687,0.9867092370986938,0.0011538208927959204
linear,self,7-text,6,A magazine cover with the headline “MODERN”,data_new/linear/self/7-text/6.png,0.25099390745162964,0.975027322769165,0.001835801755078137
linear,self,7-text,7,A magazine cover with the headline “ELEGANCE”,data_new/linear/self/7-text/7.png,0.263744592666626,0.9399518966674805,0.0032593412324786186
linear,self,7-text,8,A magazine cover with the headline “GLAMOUR”,data_new/linear/self/7-text/8.png,0.25961923599243164,0.8962474465370178,0.005078914109617472
linear,self,7-text,9,A magazine cover with the headline “FEATURES”,data_new/linear/self/7-text/9.png,0.23906652629375458,0.9662220478057861,0.0011460541281849146
linear,self,7-text,10,A magazine cover with the headline “INSPIRE”,data_new/linear/self/7-text/10.png,0.2323792576789856,0.9767081141471863,0.0014425835106521845
linear,self,8-texture,1,A cup with a rough surface,data_new/linear/self/8-texture/1.png,0.3017619550228119,0.9860637784004211,0.004878017120063305
linear,self,8-texture,2,A cup with a shiny surface,data_new/linear/self/8-texture/2.png,0.3030393123626709,0.9954317808151245,0.0024973948020488024
linear,self,8-texture,3,A cup with a matte surface,data_new/linear/self/8-texture/3.png,0.29673561453819275,0.982353687286377,0.007142852991819382
linear,self,8-texture,4,A cup with a soft surface,data_new/linear/self/8-texture/4.png,0.3041154444217682,0.9933310747146606,0.002439166884869337
linear,self,8-texture,5,A cup with a hard surface,data_new/linear/self/8-texture/5.png,0.29354071617126465,0.9887125492095947,0.0028728488832712173
linear,self,8-texture,6,A cup with a sticky surface,data_new/linear/self/8-texture/6.png,0.2930130064487457,0.9820525646209717,0.005691585596650839
linear,self,8-texture,7,A cup with a wet surface,data_new/linear/self/8-texture/7.png,0.2906414866447449,0.9915206432342529,0.001408664509654045
linear,self,8-texture,8,A cup with a dry surface,data_new/linear/self/8-texture/8.png,0.2878877520561218,0.9888752698898315,0.0016094869934022427
linear,self,8-texture,9,A cup with a grainy surface,data_new/linear/self/8-texture/9.png,0.2934768795967102,0.9860198497772217,0.005377471912652254
linear,self,8-texture,10,A cup with a fuzzy surface,data_new/linear/self/8-texture/10.png,0.2940291166305542,0.9928717017173767,0.0032948420848697424
linear,self,9-Transportation,1,A drawing of a boy driving a truck,data_new/linear/self/9-Transportation/1.png,0.2575438618659973,0.9383481740951538,0.006225967314094305
linear,self,9-Transportation,2,A drawing of a boy driving a motorcycle,data_new/linear/self/9-Transportation/2.png,0.2933976352214813,0.8575299978256226,0.01712399534881115
linear,self,9-Transportation,3,A drawing of a boy driving a bus,data_new/linear/self/9-Transportation/3.png,0.26903775334358215,0.9349855184555054,0.007698399480432272
linear,self,9-Transportation,4,A drawing of a boy driving a bicycle,data_new/linear/self/9-Transportation/4.png,0.3355305790901184,0.8032874464988708,0.02374822273850441
linear,self,9-Transportation,5,A drawing of a boy driving a scooter,data_new/linear/self/9-Transportation/5.png,0.2773311138153076,0.9294294118881226,0.014594334177672863
linear,self,9-Transportation,6,A drawing of a boy driving a train,data_new/linear/self/9-Transportation/6.png,0.3116176128387451,0.8974631428718567,0.011237746104598045
linear,self,9-Transportation,7,A drawing of a boy driving a submarine,data_new/linear/self/9-Transportation/7.png,0.32992005348205566,0.8958593606948853,0.01557900570333004
linear,self,9-Transportation,8,A drawing of a boy driving a helicopter,data_new/linear/self/9-Transportation/8.png,0.3205406665802002,0.934907078742981,0.013645095750689507
linear,self,9-Transportation,9,A drawing of a boy driving a jet,data_new/linear/self/9-Transportation/9.png,0.27691447734832764,0.9579062461853027,0.01300012692809105
linear,self,9-Transportation,10,A drawing of a boy driving a spaceship,data_new/linear/self/9-Transportation/10.png,0.2672976553440094,0.9716729521751404,0.008639653213322163
linear,cross,0-animal,1,A photo of a cat riding a bicycle,data_new/linear/cross/0-animal/1.png,0.34282779693603516,0.928093433380127,0.021670497953891754
linear,cross,0-animal,2,A photo of a dog riding a bicycle,data_new/linear/cross/0-animal/2.png,0.3360692262649536,0.9213970303535461,0.017760593444108963
linear,cross,0-animal,3,A photo of a lion riding a bicycle,data_new/linear/cross/0-animal/3.png,0.32811909914016724,0.9100467562675476,0.019251316785812378
linear,cross,0-animal,4,A photo of a tiger riding a bicycle,data_new/linear/cross/0-animal/4.png,0.37155216932296753,0.8861008882522583,0.012995208613574505
linear,cross,0-animal,5,A photo of a rabbit riding a bicycle,data_new/linear/cross/0-animal/5.png,0.36725813150405884,0.8929709196090698,0.026437317952513695
linear,cross,0-animal,6,A photo of a panda riding a bicycle,data_new/linear/cross/0-animal/6.png,0.40399205684661865,0.9315516948699951,0.008350660093128681
linear,cross,0-animal,7,A photo of a fox riding a bicycle,data_new/linear/cross/0-animal/7.png,0.39160266518592834,0.8978759050369263,0.02359074167907238
linear,cross,0-animal,8,A photo of a wolf riding a bicycle,data_new/linear/cross/0-animal/8.png,0.2914261221885681,0.8525925278663635,0.019226688891649246
linear,cross,0-animal,9,A photo of a monkey riding a bicycle,data_new/linear/cross/0-animal/9.png,0.3571774363517761,0.8915295004844666,0.009795576333999634
linear,cross,0-animal,10,A photo of an elephant riding a bicycle,data_new/linear/cross/0-animal/10.png,0.3525603115558624,0.8836345672607422,0.01290468592196703
linear,cross,1-clothes,1,A portrait of a woman wearing a jacket,data_new/linear/cross/1-clothes/1.png,0.2977304458618164,0.9659343361854553,0.010199864394962788
linear,cross,1-clothes,2,A portrait of a woman wearing a sweater,data_new/linear/cross/1-clothes/2.png,0.2857983708381653,0.9137328267097473,0.015748020261526108
linear,cross,1-clothes,3,A portrait of a woman wearing a skirt,data_new/linear/cross/1-clothes/3.png,0.2822137475013733,0.9807906150817871,0.003811643924564123
linear,cross,1-clothes,4,A portrait of a woman wearing a coat,data_new/linear/cross/1-clothes/4.png,0.30518797039985657,0.9527549743652344,0.011602040380239487
linear,cross,1-clothes,5,A portrait of a woman wearing a shirt,data_new/linear/cross/1-clothes/5.png,0.25671789050102234,0.9379358291625977,0.011791517958045006
linear,cross,1-clothes,6,A portrait of a woman wearing a scarf,data_new/linear/cross/1-clothes/6.png,0.32652032375335693,0.9485927820205688,0.019211117178201675
linear,cross,1-clothes,7,A portrait of a woman wearing a hoodie,data_new/linear/cross/1-clothes/7.png,0.26170313358306885,0.9015486240386963,0.014849486760795116
linear,cross,1-clothes,8,A portrait of a woman wearing a blouse,data_new/linear/cross/1-clothes/8.png,0.2950441539287567,0.9840148687362671,0.006414593663066626
linear,cross,1-clothes,9,A portrait of a woman wearing a suit,data_new/linear/cross/1-clothes/9.png,0.26304537057876587,0.9421353936195374,0.011210238561034203
linear,cross,1-clothes,10,A portrait of a woman wearing a vest,data_new/linear/cross/1-clothes/10.png,0.3279142379760742,0.9628688097000122,0.009667433798313141
linear,cross,2-color,1,A bear holding a red balloon.,data_new/linear/cross/2-color/1.png,0.33369171619415283,0.9452033638954163,0.011298410594463348
linear,cross,2-color,2,A bear holding a yellow balloon.,data_new/linear/cross/2-color/2.png,0.331844687461853,0.9547176361083984,0.00927258562296629
linear,cross,2-color,3,A bear holding a black balloon.,data_new/linear/cross/2-color/3.png,0.32091203331947327,0.9896008372306824,0.002104647923260927
linear,cross,2-color,4,A bear holding a pink balloon.,data_new/linear/cross/2-color/4.png,0.35296908020973206,0.9425035119056702,0.011286201886832714
linear,cross,2-color,5,A bear holding a white balloon.,data_new/linear/cross/2-color/5.png,0.33243781328201294,0.9677459001541138,0.005196251906454563
linear,cross,2-color,6,A bear holding a green balloon.,data_new/linear/cross/2-color/6.png,0.31914767622947693,0.9757112860679626,0.0037328042089939117
linear,cross,2-color,7,A bear holding a purple balloon.,data_new/linear/cross/2-color/7.png,0.3604058623313904,0.9746478796005249,0.006372783333063126
linear,cross,2-color,8,A bear holding a orange balloon.,data_new/linear/cross/2-color/8.png,0.3409377932548523,0.9541014432907104,0.007617653347551823
linear,cross,2-color,9,A bear holding a gray balloon.,data_new/linear/cross/2-color/9.png,0.3281434178352356,0.9834703803062439,0.00314664700999856
linear,cross,2-color,10,A bear holding a brown balloon.,data_new/linear/cross/2-color/10.png,0.3211861252784729,0.9525882005691528,0.010859319008886814
linear,cross,3-decorates,1,A cake decorated with strawberries,data_new/linear/cross/3-decorates/1.png,0.3102331757545471,0.8868610858917236,0.01707247644662857
linear,cross,3-decorates,2,A cake decorated with blueberries,data_new/linear/cross/3-decorates/2.png,0.3054189383983612,0.9204236268997192,0.016102096065878868
linear,cross,3-decorates,3,A cake decorated with cream,data_new/linear/cross/3-decorates/3.png,0.29236799478530884,0.9409846663475037,0.01791788823902607
linear,cross,3-decorates,4,A cake decorated with sprinkles,data_new/linear/cross/3-decorates/4.png,0.3153850734233856,0.9222372770309448,0.013975844718515873
linear,cross,3-decorates,5,A cake decorated with almonds,data_new/linear/cross/3-decorates/5.png,0.2999575138092041,0.9544923901557922,0.012072667479515076
linear,cross,3-decorates,6,A cake decorated with cherries,data_new/linear/cross/3-decorates/6.png,0.30865544080734253,0.9112316370010376,0.012973743490874767
linear,cross,3-decorates,7,A cake decorated with mints,data_new/linear/cross/3-decorates/7.png,0.2914995551109314,0.9600944519042969,0.01692790538072586
linear,cross,3-decorates,8,A cake decorated with macarons,data_new/linear/cross/3-decorates/8.png,0.2840375304222107,0.9422594904899597,0.014460581354796886
linear,cross,3-decorates,9,A cake decorated with caramel,data_new/linear/cross/3-decorates/9.png,0.2936354875564575,0.9567790031433105,0.0090217599645257
linear,cross,3-decorates,10,A cake decorated with raspberries,data_new/linear/cross/3-decorates/10.png,0.3187732994556427,0.9077598452568054,0.013555443845689297
linear,cross,4-food,1,A painting of a girl holding an apple,data_new/linear/cross/4-food/1.png,0.3756701350212097,0.8450679779052734,0.02346365712583065
linear,cross,4-food,2,A painting of a girl holding a grape,data_new/linear/cross/4-food/2.png,0.3239576816558838,0.8254073858261108,0.022349674254655838
linear,cross,4-food,3,A painting of a girl holding a pineapple,data_new/linear/cross/4-food/3.png,0.38343173265457153,0.8484135270118713,0.01752842403948307
linear,cross,4-food,4,A painting of a girl holding a watermelon,data_new/linear/cross/4-food/4.png,0.3610633611679077,0.8841477036476135,0.018343476578593254
linear,cross,4-food,5,A painting of a girl holding a mango,data_new/linear/cross/4-food/5.png,0.3355703055858612,0.8926742076873779,0.014790274202823639
linear,cross,4-food,6,A painting of a girl holding a strawberry,data_new/linear/cross/4-food/6.png,0.3638719618320465,0.8440396189689636,0.019888095557689667
linear,cross,4-food,7,A painting of a girl holding a peach,data_new/linear/cross/4-food/7.png,0.3692722022533417,0.8503024578094482,0.019743328914046288
linear,cross,4-food,8,A painting of a girl holding a papaya,data_new/linear/cross/4-food/8.png,0.33138307929039,0.8639593124389648,0.015370599925518036
linear,cross,4-food,9,A painting of a girl holding a kiwi,data_new/linear/cross/4-food/9.png,0.3217275142669678,0.850511908531189,0.015631340444087982
linear,cross,4-food,10,A painting of a girl holding an orange,data_new/linear/cross/4-food/10.png,0.33402568101882935,0.8546631336212158,0.013485360890626907
linear,cross,5-object,1,A photo of a book on the table,data_new/linear/cross/5-object/1.png,0.2595921754837036,0.8849403858184814,0.03691687062382698
linear,cross,5-object,2,A photo of a cup on the table,data_new/linear/cross/5-object/2.png,0.2723860740661621,0.9202064275741577,0.019288666546344757
linear,cross,5-object,3,A photo of a lamp on the table,data_new/linear/cross/5-object/3.png,0.29104578495025635,0.8983714580535889,0.00976796355098486
linear,cross,5-object,4,A photo of a phone on the table,data_new/linear/cross/5-object/4.png,0.27066075801849365,0.8395297527313232,0.030942054465413094
linear,cross,5-object,5,A photo of a chair on the table,data_new/linear/cross/5-object/5.png,0.2871261537075043,0.8893753290176392,0.028438247740268707
linear,cross,5-object,6,A photo of a table on the table,data_new/linear/cross/5-object/6.png,0.2517991065979004,0.9569339156150818,0.010220388881862164
linear,cross,5-object,7,A photo of a pen on the table,data_new/linear/cross/5-object/7.png,0.2737356424331665,0.95291668176651,0.016036715358495712
linear,cross,5-object,8,A photo of a key on the table,data_new/linear/cross/5-object/8.png,0.2799069285392761,0.8482271432876587,0.029555484652519226
linear,cross,5-object,9,A photo of a bag on the table,data_new/linear/cross/5-object/9.png,0.2879033088684082,0.8521754145622253,0.03238451108336449
linear,cross,5-object,10,A photo of a clock on the table,data_new/linear/cross/5-object/10.png,0.30144616961479187,0.805002748966217,0.034449223428964615
linear,cross,6-plants,1,A drawing of a garden filled with roses,data_new/linear/cross/6-plants/1.png,0.3161182701587677,0.9471794366836548,0.02165168710052967
linear,cross,6-plants,2,A drawing of a garden filled with tulips,data_new/linear/cross/6-plants/2.png,0.30762040615081787,0.8937642574310303,0.023490311577916145
linear,cross,6-plants,3,A drawing of a garden filled with daisies,data_new/linear/cross/6-plants/3.png,0.3143047094345093,0.9606965184211731,0.018728533759713173
linear,cross,6-plants,4,A drawing of a garden filled with lavender,data_new/linear/cross/6-plants/4.png,0.30428946018218994,0.853910505771637,0.04224003478884697
linear,cross,6-plants,5,A drawing of a garden filled with lotus,data_new/linear/cross/6-plants/5.png,0.30159103870391846,0.9033765196800232,0.032057490199804306
linear,cross,6-plants,6,A drawing of a garden filled with orchids,data_new/linear/cross/6-plants/6.png,0.30992722511291504,0.9500445127487183,0.027396468445658684
linear,cross,6-plants,7,A drawing of a garden filled with peonies,data_new/linear/cross/6-plants/7.png,0.34649667143821716,0.9515848159790039,0.025679510086774826
linear,cross,6-plants,8,A drawing of a garden filled with violets,data_new/linear/cross/6-plants/8.png,0.31192412972450256,0.9355977773666382,0.025177104398608208
linear,cross,6-plants,9,A drawing of a garden filled with carnations,data_new/linear/cross/6-plants/9.png,0.31221213936805725,0.9556273818016052,0.01549928542226553
linear,cross,6-plants,10,A drawing of a garden filled with hydrangeas,data_new/linear/cross/6-plants/10.png,0.34942328929901123,0.9362318515777588,0.026128944009542465
linear,cross,7-text,1,A magazine cover with the headline “FASHION”,data_new/linear/cross/7-text/1.png,0.2523050308227539,0.9499637484550476,0.0015921315643936396
linear,cross,7-text,2,A magazine cover with the headline “DESIGN”,data_new/linear/cross/7-text/2.png,0.24102982878684998,0.9006465077400208,0.013030020520091057
linear,cross,7-text,3,A magazine cover with the headline “TRENDS”,data_new/linear/cross/7-text/3.png,0.24332968890666962,0.8997262716293335,0.0087463753297925
linear,cross,7-text,4,A magazine cover with the headline “BEAUTY”,data_new/linear/cross/7-text/4.png,0.26174986362457275,0.8544269800186157,0.014080483466386795
linear,cross,7-text,5,A magazine cover with the headline “LIFESTYLE”,data_new/linear/cross/7-text/5.png,0.24069079756736755,0.9839638471603394,0.0019151488086208701
linear,cross,7-text,6,A magazine cover with the headline “MODERN”,data_new/linear/cross/7-text/6.png,0.24981269240379333,0.9604902267456055,0.0036980074364691973
linear,cross,7-text,7,A magazine cover with the headline “ELEGANCE”,data_new/linear/cross/7-text/7.png,0.2645537853240967,0.9034740924835205,0.005121457390487194
linear,cross,7-text,8,A magazine cover with the headline “GLAMOUR”,data_new/linear/cross/7-text/8.png,0.2566524147987366,0.8670218586921692,0.008516976609826088
linear,cross,7-text,9,A magazine cover with the headline “FEATURES”,data_new/linear/cross/7-text/9.png,0.2394675314426422,0.9659409523010254,0.0016152604948729277
linear,cross,7-text,10,A magazine cover with the headline “INSPIRE”,data_new/linear/cross/7-text/10.png,0.236352801322937,0.9772177934646606,0.0020020692609250546
linear,cross,8-texture,1,A cup with a rough surface,data_new/linear/cross/8-texture/1.png,0.30362072587013245,0.985121488571167,0.005326078739017248
linear,cross,8-texture,2,A cup with a shiny surface,data_new/linear/cross/8-texture/2.png,0.30349254608154297,0.99274080991745,0.004623099695891142
linear,cross,8-texture,3,A cup with a matte surface,data_new/linear/cross/8-texture/3.png,0.30324381589889526,0.9663534760475159,0.024005526676774025
linear,cross,8-texture,4,A cup with a soft surface,data_new/linear/cross/8-texture/4.png,0.30362668633461,0.9904578328132629,0.0036858695093542337
linear,cross,8-texture,5,A cup with a hard surface,data_new/linear/cross/8-texture/5.png,0.294161856174469,0.9874923229217529,0.004948346875607967
linear,cross,8-texture,6,A cup with a sticky surface,data_new/linear/cross/8-texture/6.png,0.2936928868293762,0.9797825813293457,0.006478600669652224
linear,cross,8-texture,7,A cup with a wet surface,data_new/linear/cross/8-texture/7.png,0.28810209035873413,0.984839916229248,0.00300151901319623
linear,cross,8-texture,8,A cup with a dry surface,data_new/linear/cross/8-texture/8.png,0.28608769178390503,0.9837749004364014,0.002255207858979702
linear,cross,8-texture,9,A cup with a grainy surface,data_new/linear/cross/8-texture/9.png,0.2957856059074402,0.9789156913757324,0.006528076715767384
linear,cross,8-texture,10,A cup with a fuzzy surface,data_new/linear/cross/8-texture/10.png,0.2969830632209778,0.9923244714736938,0.004283816087990999
linear,cross,9-Transportation,1,A drawing of a boy driving a truck,data_new/linear/cross/9-Transportation/1.png,0.2543988525867462,0.9533305168151855,0.009712151251733303
linear,cross,9-Transportation,2,A drawing of a boy driving a motorcycle,data_new/linear/cross/9-Transportation/2.png,0.31777358055114746,0.8086910843849182,0.022296544164419174
linear,cross,9-Transportation,3,A drawing of a boy driving a bus,data_new/linear/cross/9-Transportation/3.png,0.28768324851989746,0.9185634255409241,0.016903797164559364
